2017-06-14 12:14:18.5631|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Hosting.Internal.WebHost|Hosting starting 
2017-06-14 12:14:58.0924|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.Razor.Internal.DefaultRoslynCompilationService|Compilation of the generated code for the Razor file at '/Views/_ViewStart.cshtml' started. 
2017-06-14 12:14:58.2155|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.Razor.Internal.DefaultRoslynCompilationService|Compilation of the generated code for the Razor file at '/Views/_ViewStart.cshtml' completed in 121.8881ms. 
2017-06-14 12:14:58.2353|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.ViewResultExecutor|The view 'Index' was found. 
2017-06-14 12:14:58.2401|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |INFO|Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.ViewResultExecutor|Executing ViewResult, running view at path /Views/Dashboard/Index.cshtml. 
2017-06-14 12:14:58.5961|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |INFO|Microsoft.Extensions.DependencyInjection.DataProtectionServices|User profile is available. Using '/home/marys/.aspnet/DataProtection-Keys' as key repository; keys will not be encrypted at rest. 
2017-06-14 12:14:59.1593|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.DataProtection.KeyManagement.DefaultKeyResolver|Repository contains no viable default key. Caller should generate a key with immediate activation. 
2017-06-14 12:14:59.1604|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider|Policy resolution states that a new key should be added to the key ring. 
2017-06-14 12:14:59.1728|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |INFO|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|Creating key {5b07f05b-c98e-4cc5-a933-fce175dd2fd0} with creation date 2017-06-14 09:14:59Z, activation date 2017-06-14 09:14:59Z, and expiration date 2017-09-12 09:14:59Z. 
2017-06-14 12:14:59.3190|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|Descriptor deserializer type for key {5b07f05b-c98e-4cc5-a933-fce175dd2fd0} is 'Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.AuthenticatedEncryptorDescriptorDeserializer, Microsoft.AspNetCore.DataProtection, Version=1.0.2.0, Culture=neutral, PublicKeyToken=adb9793829ddae60'. 
2017-06-14 12:14:59.3740|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|No key escrow sink found. Not writing key {5b07f05b-c98e-4cc5-a933-fce175dd2fd0} to escrow. 
2017-06-14 12:14:59.3785|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |WARN|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|No XML encryptor configured. Key {5b07f05b-c98e-4cc5-a933-fce175dd2fd0} may be persisted to storage in unencrypted form. 
2017-06-14 12:14:59.6170|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |INFO|Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository|Writing data to file '/home/marys/.aspnet/DataProtection-Keys/key-5b07f05b-c98e-4cc5-a933-fce175dd2fd0.xml'. 
2017-06-14 12:14:59.6206|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|Key cache expiration token triggered by 'CreateNewKey' operation. 
2017-06-14 12:14:59.6250|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository|Reading data from file '/home/marys/.aspnet/DataProtection-Keys/key-5b07f05b-c98e-4cc5-a933-fce175dd2fd0.xml'. 
2017-06-14 12:14:59.7348|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|Found key {5b07f05b-c98e-4cc5-a933-fce175dd2fd0}. 
2017-06-14 12:14:59.7783|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.DataProtection.KeyManagement.DefaultKeyResolver|Considering key {5b07f05b-c98e-4cc5-a933-fce175dd2fd0} with expiration date 2017-09-12 09:14:59Z as default key. 
2017-06-14 12:14:59.9133|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.ManagedAuthenticatedEncryptorDescriptor|Using managed symmetric algorithm 'System.Security.Cryptography.Aes'. 
2017-06-14 12:14:59.9417|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.ManagedAuthenticatedEncryptorDescriptor|Using managed keyed hash algorithm 'System.Security.Cryptography.HMACSHA256'. 
2017-06-14 12:15:00.1139|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider|Using key {5b07f05b-c98e-4cc5-a933-fce175dd2fd0} as the default key. 
2017-06-14 12:15:00.1433|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |TRACE|Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingBasedDataProtector|Performing protect operation to key {5b07f05b-c98e-4cc5-a933-fce175dd2fd0} with purposes ('/home/marys/Desktop/MicroServ/GateWay/msa-api-gateway/src/ApiGateway', 'Microsoft.AspNetCore.Antiforgery.AntiforgeryToken.v1'). 
2017-06-14 12:15:00.2587|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |TRACE|Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingBasedDataProtector|Performing protect operation to key {5b07f05b-c98e-4cc5-a933-fce175dd2fd0} with purposes ('/home/marys/Desktop/MicroServ/GateWay/msa-api-gateway/src/ApiGateway', 'Microsoft.AspNetCore.Antiforgery.AntiforgeryToken.v1'). 
2017-06-14 12:15:00.3061|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.Antiforgery.Internal.DefaultAntiforgery|A new antiforgery cookie token was created. 
2017-06-14 12:15:00.6000|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine|View lookup cache miss for view '_Layout' in controller 'Dashboard'. 
2017-06-14 12:15:00.6087|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.Razor.Internal.RazorCompilationService|Code generation for the Razor file at '/Views/Shared/_Layout.cshtml' started. 
2017-06-14 12:15:00.8662|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.Razor.Internal.RazorCompilationService|Code generation for the Razor file at '/Views/Shared/_Layout.cshtml' completed in 256.8036ms. 
2017-06-14 12:15:00.8688|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.Razor.Internal.DefaultRoslynCompilationService|Compilation of the generated code for the Razor file at '/Views/Shared/_Layout.cshtml' started. 
2017-06-14 12:15:01.2757|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.Razor.Internal.DefaultRoslynCompilationService|Compilation of the generated code for the Razor file at '/Views/Shared/_Layout.cshtml' completed in 406.2597ms. 
2017-06-14 12:15:02.2298|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action ApiGateway.Controllers.DashboardController.Index (ApiGateway) in 13613.0716ms 
2017-06-14 12:15:02.2629|CorrelationId=6076ff14-d3af-4a13-93a2-144c0236374f| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 14906.7501ms 200 text/html; charset=utf-8 
2017-06-14 12:15:02.3039|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM5" completed keep alive response. 
2017-06-14 12:15:02.4218|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5005/css/site.min.css?v=N1Dz3zOFM453SfB1M39NWSbaOB9zPRpyoaiUtWJOU6Y   
2017-06-14 12:15:02.4577|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM6" started. 
2017-06-14 12:15:02.4620|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5005/js/site.js?v=PO_8e6bIDi7De8_fdNEN0tfEE9tOM_13R3l4268U5_Y   
2017-06-14 12:15:02.4990|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|Sending file. Request path: '/css/site.min.css'. Physical path: '/home/marys/Desktop/MicroServ/GateWay/msa-api-gateway/src/ApiGateway/wwwroot/css/site.min.css' 
2017-06-14 12:15:02.5036|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|Sending file. Request path: '/js/site.js'. Physical path: '/home/marys/Desktop/MicroServ/GateWay/msa-api-gateway/src/ApiGateway/wwwroot/js/site.js' 
2017-06-14 12:15:02.5637|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 101.769ms 200 application/javascript 
2017-06-14 12:15:02.5637|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM6" completed keep alive response. 
2017-06-14 12:15:02.5637|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 143.1422ms 200 text/css 
2017-06-14 12:15:02.5637|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM5" completed keep alive response. 
2017-06-14 12:15:03.5561|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5005/favicon.ico   
2017-06-14 12:15:03.5561|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|Sending file. Request path: '/favicon.ico'. Physical path: '/home/marys/Desktop/MicroServ/GateWay/msa-api-gateway/src/ApiGateway/wwwroot/favicon.ico' 
2017-06-14 12:15:03.6053|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 49.192ms 200 image/x-icon 
2017-06-14 12:15:03.6085|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM5" completed keep alive response. 
2017-06-14 12:16:12.2599|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM7" started. 
2017-06-14 12:16:12.2902|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5005/   
2017-06-14 12:16:12.2902|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The request path / does not match a supported file type 
2017-06-14 12:16:12.2928|CorrelationId=85f92e63-9402-442b-aa50-356c715d52c3| ApiGateway |DEBUG|Microsoft.AspNetCore.Routing.RouteBase|Request successfully matched the route with name 'default' and template '{controller=Dashboard}/{action=Index}/{id?}'. 
2017-06-14 12:16:12.2928|CorrelationId=85f92e63-9402-442b-aa50-356c715d52c3| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executing action ApiGateway.Controllers.DashboardController.Index (ApiGateway) 
2017-06-14 12:16:12.2928|CorrelationId=85f92e63-9402-442b-aa50-356c715d52c3| ApiGateway |INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executing action method ApiGateway.Controllers.DashboardController.Index (ApiGateway) with arguments ((null)) - ModelState is Valid 
2017-06-14 12:16:12.2969|CorrelationId=85f92e63-9402-442b-aa50-356c715d52c3| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action method ApiGateway.Controllers.DashboardController.Index (ApiGateway), returned result Microsoft.AspNetCore.Mvc.ViewResult. 
2017-06-14 12:16:12.3129|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM8" started. 
2017-06-14 12:16:12.3208|CorrelationId=85f92e63-9402-442b-aa50-356c715d52c3| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine|View lookup cache hit for view 'Index' in controller 'Dashboard'. 
2017-06-14 12:16:12.3248|CorrelationId=85f92e63-9402-442b-aa50-356c715d52c3| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.ViewResultExecutor|The view 'Index' was found. 
2017-06-14 12:16:12.3248|CorrelationId=85f92e63-9402-442b-aa50-356c715d52c3| ApiGateway |INFO|Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.ViewResultExecutor|Executing ViewResult, running view at path /Views/Dashboard/Index.cshtml. 
2017-06-14 12:16:12.4218|CorrelationId=85f92e63-9402-442b-aa50-356c715d52c3| ApiGateway |TRACE|Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingBasedDataProtector|Performing unprotect operation to key {5b07f05b-c98e-4cc5-a933-fce175dd2fd0} with purposes ('/home/marys/Desktop/MicroServ/GateWay/msa-api-gateway/src/ApiGateway', 'Microsoft.AspNetCore.Antiforgery.AntiforgeryToken.v1'). 
2017-06-14 12:16:12.5269|CorrelationId=85f92e63-9402-442b-aa50-356c715d52c3| ApiGateway |TRACE|Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingBasedDataProtector|Performing protect operation to key {5b07f05b-c98e-4cc5-a933-fce175dd2fd0} with purposes ('/home/marys/Desktop/MicroServ/GateWay/msa-api-gateway/src/ApiGateway', 'Microsoft.AspNetCore.Antiforgery.AntiforgeryToken.v1'). 
2017-06-14 12:16:12.5356|CorrelationId=85f92e63-9402-442b-aa50-356c715d52c3| ApiGateway |DEBUG|Microsoft.AspNetCore.Antiforgery.Internal.DefaultAntiforgery|An antiforgery cookie token was reused. 
2017-06-14 12:16:12.5424|CorrelationId=85f92e63-9402-442b-aa50-356c715d52c3| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine|View lookup cache hit for view '_Layout' in controller 'Dashboard'. 
2017-06-14 12:16:12.5566|CorrelationId=85f92e63-9402-442b-aa50-356c715d52c3| ApiGateway |INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action ApiGateway.Controllers.DashboardController.Index (ApiGateway) in 262.3898ms 
2017-06-14 12:16:12.5640|CorrelationId=85f92e63-9402-442b-aa50-356c715d52c3| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 273.8725ms 200 text/html; charset=utf-8 
2017-06-14 12:16:12.5704|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM5" completed keep alive response. 
2017-06-14 12:16:12.7832|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5005/css/site.min.css?v=N1Dz3zOFM453SfB1M39NWSbaOB9zPRpyoaiUtWJOU6Y   
2017-06-14 12:16:12.7877|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5005/js/site.js?v=PO_8e6bIDi7De8_fdNEN0tfEE9tOM_13R3l4268U5_Y   
2017-06-14 12:16:12.7963|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The file /js/site.js was not modified 
2017-06-14 12:16:12.7963|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The file /css/site.min.css was not modified 
2017-06-14 12:16:12.8154|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|Handled. Status code: 304 File: /css/site.min.css 
2017-06-14 12:16:12.8182|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 35.0553ms 304 text/css 
2017-06-14 12:16:12.8232|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|Handled. Status code: 304 File: /js/site.js 
2017-06-14 12:16:12.8345|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 46.7823ms 304 application/javascript 
2017-06-14 12:16:12.8466|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM6" completed keep alive response. 
2017-06-14 12:16:12.8479|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM5" completed keep alive response. 
2017-06-14 12:16:17.2585|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM7" received FIN. 
2017-06-14 12:16:17.2602|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM7" disconnecting. 
2017-06-14 12:16:17.2602|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM7" sending FIN. 
2017-06-14 12:16:17.2665|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM7" sent FIN with status "0". 
2017-06-14 12:16:17.2721|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM7" stopped. 
2017-06-14 12:16:18.2572|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM8" received FIN. 
2017-06-14 12:16:18.2572|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM8" disconnecting. 
2017-06-14 12:16:18.2572|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM8" sending FIN. 
2017-06-14 12:16:18.2572|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM8" sent FIN with status "0". 
2017-06-14 12:16:18.2572|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HL5J0N6OAFM8" stopped. 
2017-06-14 12:17:02.3752|CorrelationId=| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5005/   
2017-06-14 12:17:02.3760|CorrelationId=| ApiGateway |DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The request path / does not match a supported file type 
2017-06-14 12:17:02.3760|CorrelationId=76b31aa7-9c79-4725-8cff-fbcb1bec0d9b| ApiGateway |DEBUG|Microsoft.AspNetCore.Routing.RouteBase|Request successfully matched the route with name 'default' and template '{controller=Dashboard}/{action=Index}/{id?}'. 
2017-06-14 12:17:02.3760|CorrelationId=76b31aa7-9c79-4725-8cff-fbcb1bec0d9b| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executing action ApiGateway.Controllers.DashboardController.Index (ApiGateway) 
2017-06-14 12:17:02.3824|CorrelationId=76b31aa7-9c79-4725-8cff-fbcb1bec0d9b| ApiGateway |INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executing action method ApiGateway.Controllers.DashboardController.Index (ApiGateway) with arguments ((null)) - ModelState is Valid 
2017-06-14 12:17:02.3919|CorrelationId=76b31aa7-9c79-4725-8cff-fbcb1bec0d9b| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action method ApiGateway.Controllers.DashboardController.Index (ApiGateway), returned result Microsoft.AspNetCore.Mvc.ViewResult. 
2017-06-14 12:17:02.3919|CorrelationId=76b31aa7-9c79-4725-8cff-fbcb1bec0d9b| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine|View lookup cache hit for view 'Index' in controller 'Dashboard'. 
2017-06-14 12:17:02.3919|CorrelationId=76b31aa7-9c79-4725-8cff-fbcb1bec0d9b| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.ViewResultExecutor|The view 'Index' was found. 
2017-06-14 12:17:02.3919|CorrelationId=76b31aa7-9c79-4725-8cff-fbcb1bec0d9b| ApiGateway |INFO|Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.ViewResultExecutor|Executing ViewResult, running view at path /Views/Dashboard/Index.cshtml. 
2017-06-14 12:17:02.3980|CorrelationId=76b31aa7-9c79-4725-8cff-fbcb1bec0d9b| ApiGateway |TRACE|Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingBasedDataProtector|Performing unprotect operation to key {5b07f05b-c98e-4cc5-a933-fce175dd2fd0} with purposes ('/home/marys/Desktop/MicroServ/GateWay/msa-api-gateway/src/ApiGateway', 'Microsoft.AspNetCore.Antiforgery.AntiforgeryToken.v1'). 
2017-06-14 12:17:02.4014|CorrelationId=76b31aa7-9c79-4725-8cff-fbcb1bec0d9b| ApiGateway |TRACE|Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingBasedDataProtector|Performing protect operation to key {5b07f05b-c98e-4cc5-a933-fce175dd2fd0} with purposes ('/home/marys/Desktop/MicroServ/GateWay/msa-api-gateway/src/ApiGateway', 'Microsoft.AspNetCore.Antiforgery.AntiforgeryToken.v1'). 
2017-06-14 12:17:02.4074|CorrelationId=76b31aa7-9c79-4725-8cff-fbcb1bec0d9b| ApiGateway |DEBUG|Microsoft.AspNetCore.Antiforgery.Internal.DefaultAntiforgery|An antiforgery cookie token was reused. 
2017-06-14 12:17:02.4161|CorrelationId=76b31aa7-9c79-4725-8cff-fbcb1bec0d9b| ApiGateway |DEBUG|Microsoft.AspNetCore.Mvc.Razor.RazorViewEngine|View lookup cache hit for view '_Layout' in controller 'Dashboard'. 
2017-06-14 12:17:02.4206|CorrelationId=76b31aa7-9c79-4725-8cff-fbcb1bec0d9b| ApiGateway |INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action ApiGateway.Controllers.DashboardController.Index (ApiGateway) in 38.2082ms 
2017-06-14 12:17:02.4206|CorrelationId=76b31aa7-9c79-4725-8cff-fbcb1bec0d9b| ApiGateway |INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 46.4826ms 200 text/html; charset=utf-8 
